customer_id,active_loans,aum,avg_rate,max_dpd,policy_active,annual_premium,cross_sell_eligible,priority_score
C102800,4,3399583.0,10.75,121,True,15667.0,0,60.06
C100736,1,3564100.0,9.12,161,True,35358.0,0,59.98
C100346,2,2854738.0,15.54,151,False,0.0,1,59.95
C100064,5,6938851.0,14.23,46,False,0.0,1,59.93
C101003,2,3330336.0,10.795,134,False,0.0,1,59.7
C100304,2,3055546.0,13.295,153,True,22980.0,0,59.7
C104008,3,3246596.0,11.483333333333334,173,False,0.0,1,59.66
C102153,5,4225966.0,11.654,100,False,0.0,1,59.29
C103869,4,3114213.0,11.8525,130,False,0.0,1,59.16
C100451,4,3019942.0,12.3125,165,False,0.0,1,58.92
C101624,4,2741837.0,14.8225,174,False,0.0,1,58.9
C101836,3,2569082.0,16.31,121,True,24869.0,0,58.85
C101313,3,3960631.0,12.363333333333335,102,False,0.0,1,58.85
C102837,3,3468933.0,10.910000000000002,114,True,26711.0,0,58.78
C103290,2,2603097.0,15.725,126,False,0.0,1,58.68
C104401,2,2624910.0,15.25,156,True,26178.0,0,58.52
C100156,3,2642669.0,14.896666666666667,177,True,10048.0,0,58.4
C102121,2,2804285.0,14.315,118,True,14734.0,0,58.35
C102364,3,2594416.0,14.963333333333333,131,True,43917.0,0,58.18
C102210,3,2858163.0,12.563333333333333,126,False,0.0,1,58.18
C101096,3,2798792.0,12.936666666666667,180,False,0.0,1,58.08
C103171,4,2978471.0,11.21,138,False,0.0,1,58.03
C101511,2,4674944.0,9.170000000000002,92,False,0.0,1,57.92
C103526,1,3170089.0,8.88,179,True,36325.0,0,57.68
C103976,2,2802909.0,11.8,126,False,0.0,1,57.42
C103844,4,2256759.0,16.71,176,False,0.0,1,57.38
C101220,4,2761274.0,12.057500000000001,176,False,0.0,1,57.35
C103340,3,2791721.0,11.75,152,False,0.0,1,57.33
C100598,1,2563396.0,14.06,119,False,0.0,1,57.17
C102279,3,2467616.0,14.283333333333331,131,False,0.0,1,57.08
C101362,5,4959995.0,13.695999999999998,74,False,0.0,1,56.95
C102863,1,2814500.0,10.9,166,False,0.0,1,56.94
C103059,8,8453047.0,12.21875,11,False,0.0,1,56.8
C103119,4,2536182.0,12.93,152,False,0.0,1,56.64
C100150,4,2508849.0,12.825,140,False,0.0,1,56.43
C100259,3,8666561.0,9.123333333333333,12,True,17902.0,0,56.41
C101044,2,2613570.0,11.809999999999999,126,False,0.0,1,56.39
C104150,3,3219115.0,12.42,107,False,0.0,1,56.28
C104783,3,2389959.0,13.616666666666667,146,False,0.0,1,56.25
C103876,2,2806352.0,9.81,178,True,31584.0,0,56.25
C100031,3,5027777.0,14.326666666666666,69,False,0.0,1,56.24
C102689,2,2920629.0,8.690000000000001,168,False,0.0,1,56.2
C102287,5,2581741.0,11.764,164,True,39817.0,0,56.19
C102721,4,2492599.0,12.9125,119,False,0.0,1,56.1
C102915,2,2523046.0,12.620000000000001,119,False,0.0,1,56.09
C101607,2,2723846.0,11.27,118,False,0.0,1,56.09
C101674,3,5422120.0,10.886666666666665,68,False,0.0,1,56.04
C102277,2,2709882.0,10.015,169,False,0.0,1,55.84
C102192,6,2034657.0,16.038333333333334,140,False,0.0,1,55.76
C100564,2,2522303.0,10.905000000000001,126,False,0.0,1,55.35
C100953,4,2097641.0,14.745000000000001,178,False,0.0,1,55.33
C101751,3,1955520.0,15.92,148,False,0.0,1,55.25
C102138,5,2399237.0,11.51,146,False,0.0,1,55.04
C101663,3,2416508.0,11.333333333333334,157,False,0.0,1,55.03
C101923,4,2622377.0,9.405,146,True,38872.0,0,55.0
C104341,2,2501461.0,10.465,158,True,16649.0,0,54.97
C104839,6,1997125.0,15.071666666666665,156,True,7736.0,0,54.97
C102193,2,6075068.0,9.75,54,False,0.0,1,54.85
C101927,3,1890525.0,15.706666666666669,173,False,0.0,1,54.77
C102935,3,2259931.0,12.293333333333331,164,True,42775.0,0,54.74
C102546,2,2084328.0,13.795,168,False,0.0,1,54.68
C101610,6,1831022.0,16.080000000000002,136,False,0.0,1,54.67
C101474,4,1971584.0,14.6275,133,False,0.0,1,54.57
C104736,1,2126780.0,13.22,138,False,0.0,1,54.57
C101766,4,3251130.0,12.6025,100,False,0.0,1,54.52
C104806,2,2118455.0,13.2,163,False,0.0,1,54.51
C103828,3,3996942.0,12.46,86,False,0.0,1,54.44
C104957,2,1874324.0,15.24,158,True,32482.0,0,54.4
C102724,2,3309317.0,12.24,99,False,0.0,1,54.33
C103875,2,1917750.0,14.669999999999998,178,False,0.0,1,54.3
C101793,5,1818734.0,15.478,162,False,0.0,1,54.24
C102319,5,8201174.0,11.2,9,False,0.0,1,54.23
C104533,5,1753360.0,16.048000000000002,176,False,0.0,1,54.23
C103821,3,1714850.0,16.393333333333334,130,True,29814.0,0,54.22
C100532,2,2231033.0,11.67,148,False,0.0,1,54.21
C103901,3,4158284.0,10.56,86,False,0.0,1,54.18
C103886,4,2126790.0,12.3425,168,False,0.0,1,54.05
C102349,5,5964951.0,11.762,49,True,31440.0,0,54.0
C104019,1,2369455.0,9.87,146,True,22319.0,0,53.89
C100938,2,5518375.0,11.155,58,True,40463.0,0,53.81
C101209,3,1479220.0,17.853333333333335,130,False,0.0,1,53.81
C104021,3,4184687.0,13.07,79,False,0.0,1,53.79
C102397,3,2199403.0,11.146666666666667,137,False,0.0,1,53.73
C101541,3,1897538.0,13.883333333333333,144,False,0.0,1,53.72
C100038,5,1578342.0,16.754,149,False,0.0,1,53.69
C103306,3,2061907.0,12.160000000000002,150,True,19530.0,0,53.58
C101507,3,1970017.0,12.903333333333334,137,False,0.0,1,53.52
C102290,1,2368717.0,9.13,169,True,22000.0,0,53.44
C102989,2,1721932.0,14.870000000000001,131,True,18077.0,0,53.35
C103308,6,2243599.0,12.898333333333333,114,True,4131.0,0,53.27
C104605,2,1903772.0,13.07,137,False,0.0,1,53.26
C103360,5,1901163.0,12.95,179,False,0.0,1,53.18
C104896,3,2899775.0,13.026666666666666,101,False,0.0,1,53.15
C101464,4,2007394.0,11.905000000000001,180,True,35574.0,0,53.13
C103243,2,1748254.0,14.26,158,True,44008.0,0,53.12
C100008,5,1712913.0,14.556000000000001,154,False,0.0,1,53.11
C101466,2,2498384.0,11.204999999999998,112,False,0.0,1,53.06
C102644,3,1594337.0,15.21,178,False,0.0,1,52.85
C102814,4,3009195.0,13.934999999999999,96,False,0.0,1,52.83
C103332,4,1806423.0,13.167499999999999,137,False,0.0,1,52.79
C101110,3,1785167.0,13.366666666666667,140,False,0.0,1,52.79
C101551,2,1821321.0,13.02,142,False,0.0,1,52.78
C101380,2,2148895.0,10.024999999999999,155,False,0.0,1,52.78
C101454,2,1697690.0,14.1,141,False,0.0,1,52.75
C104183,3,1373982.0,17.02,135,False,0.0,1,52.73
C100687,3,4016795.0,12.793333333333335,79,True,9497.0,0,52.7
C102569,2,1777937.0,13.22,170,False,0.0,1,52.66
C102485,2,1749277.0,13.36,141,True,36852.0,0,52.59
C101057,4,1601866.0,14.5625,174,False,0.0,1,52.5
C102772,1,786174.0,22.0,154,False,0.0,1,52.5
C104754,4,1941214.0,11.459999999999999,129,True,40634.0,0,52.5
C104715,2,1235173.0,17.73,166,False,0.0,1,52.4
C100199,5,7445194.0,12.604,14,False,0.0,1,52.39
C104393,4,1378472.0,16.3825,176,True,37340.0,0,52.37
C103426,3,1913235.0,14.88,113,False,0.0,1,52.36
C104236,3,4768097.0,15.99,57,False,0.0,1,52.32
C103238,4,7457997.0,12.33,14,True,10376.0,0,52.3
C102302,3,2229928.0,13.76,109,True,24966.0,0,52.25
C101127,2,1195144.0,17.795,129,False,0.0,1,52.22
C103343,3,2611756.0,12.12,105,False,0.0,1,52.19
C103241,2,1648397.0,13.57,163,True,26338.0,0,52.16
C101501,2,1933837.0,11.84,118,False,0.0,1,52.1
C100443,7,3301412.0,13.922857142857142,88,True,30080.0,0,52.09
C102477,3,1760031.0,12.346666666666666,143,True,5316.0,0,52.04
C102109,4,6013353.0,13.705,37,False,0.0,1,51.93
C101552,3,1931749.0,12.043333333333331,117,False,0.0,1,51.92
C103422,4,1179522.0,17.4175,166,False,0.0,1,51.91
C103069,4,1499326.0,14.4225,142,False,0.0,1,51.86
C102036,2,1446706.0,14.82,126,False,0.0,1,51.81
C102366,3,1804154.0,11.553333333333333,142,True,40928.0,0,51.81
C101629,2,2008142.0,9.6,129,False,0.0,1,51.75
C100332,4,1642771.0,12.89,167,False,0.0,1,51.73
C103084,1,754236.0,20.96,138,True,23605.0,0,51.7
C104841,3,1816543.0,11.19,180,True,42443.0,0,51.66
C103800,3,1855552.0,10.756666666666668,172,False,0.0,1,51.61
C103464,2,1625933.0,12.61,141,True,44924.0,0,51.46
C100048,4,1330893.0,15.205,154,False,0.0,1,51.41
C103522,4,1584702.0,12.8,176,True,8816.0,0,51.35
C100904,3,1513202.0,13.073333333333332,178,False,0.0,1,51.13
C101172,4,1437746.0,13.692499999999999,149,False,0.0,1,51.08
C103262,3,1338249.0,14.59666666666667,148,False,0.0,1,51.08
C100074,2,1013999.0,17.48,176,False,0.0,1,51.04
C102834,3,7134875.0,12.69,15,False,0.0,1,51.04
C104378,3,7496281.0,10.829999999999998,12,False,0.0,1,51.03
C100145,5,1488304.0,13.136000000000001,177,True,9397.0,0,51.03
C104449,1,513570.0,22.0,126,False,0.0,1,51.01
C104626,2,1841537.0,9.83,145,False,0.0,1,50.98
C100772,2,1695362.0,11.055,153,False,0.0,1,50.91
C100297,2,3257359.0,12.31,88,False,0.0,1,50.88
C103175,3,1501948.0,12.766666666666666,146,False,0.0,1,50.88
C101643,2,1194465.0,15.515,179,True,35569.0,0,50.85
C102775,4,7479664.0,11.635,10,False,0.0,1,50.83
C104257,2,1241074.0,15.07,168,False,0.0,1,50.83
C103769,2,1281785.0,14.600000000000001,139,True,10984.0,0,50.78
C100869,3,3339019.0,11.87,87,False,0.0,1,50.77
C102295,5,6868183.0,15.14,14,True,13395.0,0,50.76
C100763,2,1502058.0,12.375,146,True,36536.0,0,50.65
C104890,4,4723350.0,12.5075,59,False,0.0,1,50.56
C102354,2,1533715.0,11.855,173,True,18834.0,0,50.51
C103913,4,1095823.0,15.785,147,True,15056.0,0,50.47
C102509,2,1321844.0,13.695,168,False,0.0,1,50.45
C101792,4,7428100.0,10.845,11,False,0.0,1,50.37
C100072,1,1184301.0,14.73,175,False,0.0,1,50.32
C103962,2,5131628.0,15.13,45,False,0.0,1,50.29
C100592,2,1118235.0,15.260000000000002,133,False,0.0,1,50.28
C104790,3,1503222.0,11.74,177,True,33101.0,0,50.27
C102103,3,1607696.0,11.743333333333334,118,True,5224.0,0,50.26
C103895,2,1043996.0,15.89,163,False,0.0,1,50.25
C102191,2,1043811.0,15.739999999999998,141,True,30028.0,0,50.16
C102692,3,4969301.0,15.39,47,False,0.0,1,50.14
C101671,2,1541906.0,11.105,148,False,0.0,1,50.1
C101255,4,1246809.0,13.790000000000001,155,False,0.0,1,50.1
C103425,2,1449511.0,11.89,170,False,0.0,1,50.07
C103924,1,2050847.0,10.29,112,False,0.0,1,50.07
C104827,3,1407936.0,12.263333333333334,177,False,0.0,1,50.06
C104177,2,593671.0,19.630000000000003,140,False,0.0,1,50.03
C100138,1,420776.0,21.21,127,False,0.0,1,50.03
C102514,3,1427899.0,14.316666666666668,115,False,0.0,1,49.95
C102602,2,1500050.0,11.2,136,False,0.0,1,49.93
C103292,2,1004179.0,15.725000000000001,168,True,10556.0,0,49.93
C101300,4,1658789.0,11.7025,116,False,0.0,1,49.93
C101689,2,859614.0,16.990000000000002,170,True,32456.0,0,49.9
C104735,4,1127590.0,14.46,130,False,0.0,1,49.85
C100935,3,837733.0,17.003333333333334,129,True,23113.0,0,49.79
C102605,2,5017543.0,12.405000000000001,51,False,0.0,1,49.78
C101529,5,2367988.0,15.629999999999999,94,True,33270.0,0,49.76
C101022,3,2826830.0,12.903333333333334,91,True,19040.0,0,49.76
C104275,3,1109567.0,14.469999999999999,157,False,0.0,1,49.75
C104546,1,964355.0,15.71,125,False,0.0,1,49.7
C100885,1,765568.0,17.99,119,True,6094.0,0,49.69
C102758,2,1227656.0,13.29,168,False,0.0,1,49.69
C101931,3,1343949.0,12.18,161,False,0.0,1,49.66
C103202,3,1218949.0,13.306666666666667,170,True,4730.0,0,49.66
C102980,4,1394640.0,11.682500000000001,129,True,9555.0,0,49.64
C103070,3,1329302.0,12.236666666666666,172,False,0.0,1,49.62
C104380,2,1446394.0,11.120000000000001,159,False,0.0,1,49.59
C101383,4,1528154.0,12.2975,116,False,0.0,1,49.58
C100630,3,954899.0,15.469999999999999,160,False,0.0,1,49.51
C103103,2,4556328.0,15.155000000000001,53,True,6522.0,0,49.49
C101299,3,1642741.0,11.556666666666667,115,True,11867.0,0,49.47
C100403,4,1019037.0,14.7975,173,False,0.0,1,49.46
C102513,3,1136991.0,13.479999999999999,174,False,0.0,1,49.31
C103363,2,1453420.0,10.6,147,True,4194.0,0,49.31
C101949,1,316279.0,21.93,118,False,0.0,1,49.31
C100343,3,1235633.0,12.536666666666667,142,False,0.0,1,49.28
C101007,3,1139857.0,13.39,169,False,0.0,1,49.27
C101131,4,1112643.0,13.6275,178,False,0.0,1,49.27
C100379,3,3452550.0,12.123333333333335,79,False,0.0,1,49.21
C100783,2,1073235.0,13.895,135,False,0.0,1,49.21
C101371,4,2495734.0,12.57,96,True,40957.0,0,49.2
C102907,1,1337535.0,11.44,177,False,0.0,1,49.18
C102102,1,1330143.0,11.48,148,False,0.0,1,49.17
C102973,1,2694620.0,10.71,96,True,41931.0,0,49.17
C104165,2,1339497.0,11.325,159,True,15587.0,0,49.13
C102265,2,846691.0,15.67,120,False,0.0,1,49.04
C104719,2,1562820.0,9.11,169,True,32772.0,0,49.02
C101859,2,729319.0,16.655,157,False,0.0,1,48.98
C103054,2,841625.0,15.614999999999998,153,False,0.0,1,48.98
C101920,2,1068980.0,13.530000000000001,178,False,0.0,1,48.97
C100970,1,307152.0,21.92,117,True,23261.0,0,48.96
C101265,1,614692.0,17.56,148,False,0.0,1,48.9
C100228,1,1280108.0,11.33,129,False,0.0,1,48.8
C104765,1,439914.0,18.89,120,False,0.0,1,48.74
C100775,1,1157134.0,12.31,124,False,0.0,1,48.72
C101483,2,318674.0,19.9,140,False,0.0,1,48.68
C102001,2,1188615.0,11.96,150,False,0.0,1,48.68
C101070,1,1310800.0,10.81,126,True,6281.0,0,48.66
C102589,2,701848.0,16.345,131,False,0.0,1,48.65
C102407,3,720903.0,16.16333333333333,140,True,10925.0,0,48.64
C101962,1,222568.0,20.69,156,False,0.0,1,48.63
C101644,2,1974186.0,13.89,101,False,0.0,1,48.6
C100307,2,2015611.0,13.99,100,False,0.0,1,48.59
C100447,4,1248735.0,11.2025,174,True,34244.0,0,48.56
C100560,1,62007.0,21.87,153,False,0.0,1,48.46
C101162,1,569005.0,17.19,180,True,43898.0,0,48.43
C100264,3,1561805.0,12.503333333333332,111,False,0.0,1,48.42
C100265,4,1020271.0,13.04,122,True,20364.0,0,48.41
C101818,1,4084507.0,11.3,66,False,0.0,1,48.39
C104135,5,4337173.0,14.828,54,False,0.0,1,48.38
C104712,1,618290.0,16.6,135,False,0.0,1,48.34
C104699,3,840850.0,14.51,142,False,0.0,1,48.31
C103890,2,958773.0,13.31,145,True,21856.0,0,48.23
C101320,4,6933409.0,12.2725,10,False,0.0,1,48.23
C100005,1,77285.0,21.31,152,False,0.0,1,48.21
C101196,3,6776009.0,12.21,13,True,23440.0,0,48.2
C100056,2,1157411.0,11.445,135,False,0.0,1,48.2
C100093,1,1180380.0,11.19,139,False,0.0,1,48.17
C104917,1,180565.0,20.29,149,False,0.0,1,48.16
C104436,1,32771.0,21.64,148,False,0.0,1,48.16
C100152,2,588267.0,16.560000000000002,174,False,0.0,1,48.16
C103430,2,246782.0,19.564999999999998,133,True,42835.0,0,48.09
C101829,3,1443806.0,12.976666666666667,111,True,32447.0,0,48.06
C102998,3,813023.0,14.35,126,True,10637.0,0,48.06
C103969,2,306125.0,18.955,126,False,0.0,1,48.05
C100419,1,231100.0,19.61,138,False,0.0,1,48.03
C100640,2,806250.0,14.25,135,False,0.0,1,47.96
C103619,2,925460.0,13.120000000000001,179,False,0.0,1,47.94
C100140,4,759734.0,14.5175,174,True,27015.0,0,47.87
C101393,3,948097.0,12.79,154,False,0.0,1,47.86
C100303,3,1007673.0,12.219999999999999,144,False,0.0,1,47.85
C100491,5,1833140.0,12.464,104,False,0.0,1,47.84
C102782,2,947119.0,12.765,144,False,0.0,1,47.84
C100169,1,387860.0,17.82,175,False,0.0,1,47.81
C104354,3,2139965.0,13.016666666666666,97,True,20708.0,0,47.81
C104198,1,1344335.0,9.0,126,False,0.0,1,47.76
C101077,4,1767580.0,15.775,98,False,0.0,1,47.72
C100415,3,5420129.0,11.113333333333335,39,False,0.0,1,47.71
C103672,3,602195.0,15.553333333333335,180,False,0.0,1,47.63
C102648,3,852709.0,13.270000000000001,159,True,21093.0,0,47.63
C103462,4,4428106.0,11.2775,57,False,0.0,1,47.63
C100500,2,5327699.0,8.855,45,False,0.0,1,47.6
C100260,1,1326441.0,8.89,147,False,0.0,1,47.59
C104266,2,898002.0,12.8,166,True,22572.0,0,47.59
C102790,2,1109907.0,10.850000000000001,135,False,0.0,1,47.58
C104909,3,454926.0,16.783333333333335,167,False,0.0,1,47.56
C103189,2,3651924.0,10.945,72,True,30495.0,0,47.55
C101263,2,553365.0,15.84,139,True,44366.0,0,47.53
C101322,2,5405615.0,12.895,35,False,0.0,1,47.53
C101328,1,740581.0,14.06,144,False,0.0,1,47.49
C101060,4,4018829.0,14.2725,58,False,0.0,1,47.48
C101775,2,436630.0,16.75,156,False,0.0,1,47.44
C101379,4,6522223.0,12.7,14,False,0.0,1,47.4
C101965,2,766280.0,13.68,162,False,0.0,1,47.4
C103382,2,298094.0,17.77,147,True,19070.0,0,47.29
C101707,3,4127240.0,12.44,59,False,0.0,1,47.26
C100684,2,905141.0,12.135000000000002,179,False,0.0,1,47.23
C103387,2,4131745.0,12.309999999999999,59,True,40853.0,0,47.21
C100120,3,945835.0,11.703333333333333,135,True,11439.0,0,47.2
C104661,3,1052059.0,15.096666666666666,111,True,4439.0,0,47.19
C101407,1,393675.0,21.59,110,False,0.0,1,47.19
C103711,1,768524.0,13.27,165,False,0.0,1,47.17
C104224,3,804143.0,12.906666666666666,176,False,0.0,1,47.15
C100257,2,510950.0,15.524999999999999,177,False,0.0,1,47.11
C104356,3,719702.0,13.623333333333335,126,False,0.0,1,47.11
C102611,3,852444.0,12.39,139,False,0.0,1,47.1
C101093,2,4288164.0,11.129999999999999,58,True,10523.0,0,47.06
C102522,2,2834959.0,11.67,84,False,0.0,1,47.02
C104151,2,867513.0,12.07,148,False,0.0,1,46.99
C101138,2,625813.0,14.235,163,False,0.0,1,46.97
C100627,1,450124.0,15.8,127,True,26799.0,0,46.94
C104260,2,406528.0,16.185,140,False,0.0,1,46.94
C104402,1,566901.0,14.72,147,False,0.0,1,46.93
C100211,1,136902.0,18.63,151,False,0.0,1,46.93
C100739,3,4641921.0,12.523333333333333,48,False,0.0,1,46.92
C101491,2,768381.0,12.845,161,False,0.0,1,46.91
C102374,3,608944.0,14.300000000000002,141,False,0.0,1,46.91
C100722,2,790686.0,12.58,175,False,0.0,1,46.88
C104490,1,2660322.0,8.62,93,False,0.0,1,46.86
C100893,2,432368.0,15.719999999999999,171,False,0.0,1,46.8
C102612,1,798746.0,12.37,148,False,0.0,1,46.79
C104273,2,421835.0,15.73,131,False,0.0,1,46.75
C101221,1,35106.0,20.24,118,False,0.0,1,46.75
C103787,2,145422.0,18.22,177,True,11073.0,0,46.73
C104744,1,229385.0,17.43,120,False,0.0,1,46.71
C100782,2,1453239.0,14.52,103,False,0.0,1,46.71
C100201,1,584554.0,14.16,146,False,0.0,1,46.7
C102356,2,3506841.0,10.344999999999999,73,True,25022.0,0,46.69
C102321,4,3742113.0,14.9175,59,False,0.0,1,46.64
C102563,3,762900.0,12.430000000000001,176,True,39628.0,0,46.63
C104905,1,560726.0,14.26,128,False,0.0,1,46.62
C101672,2,1018815.0,10.059999999999999,162,False,0.0,1,46.61
C102240,2,301020.0,16.58,135,True,21242.0,0,46.6
C102628,1,342973.0,16.18,154,False,0.0,1,46.59
C104568,1,168852.0,17.72,154,False,0.0,1,46.56
C103914,2,132772.0,18.045,148,False,0.0,1,46.55
C101912,2,689020.0,12.92,175,False,0.0,1,46.52
C104542,1,513431.0,14.48,123,True,41862.0,0,46.5
C102054,2,949403.0,13.879999999999999,113,True,21243.0,0,46.48
C100316,2,641950.0,15.68,115,True,38778.0,0,46.46
C101813,1,365557.0,15.74,172,False,0.0,1,46.44
C100673,2,554460.0,14.004999999999999,164,False,0.0,1,46.44
C101524,1,1087706.0,10.56,117,False,0.0,1,46.41
C104764,2,418887.0,15.125,125,False,0.0,1,46.37
C101298,3,1124103.0,15.456666666666669,106,True,14425.0,0,46.34
C102770,3,4354789.0,12.673333333333332,51,False,0.0,1,46.31
C102471,1,102317.0,18.87,118,False,0.0,1,46.3
C103299,2,3123443.0,13.61,72,False,0.0,1,46.26
C102203,1,904300.0,10.51,148,False,0.0,1,46.26
C101662,3,649818.0,12.823333333333332,142,False,0.0,1,46.25
C101395,1,757960.0,14.7,114,False,0.0,1,46.22
C103616,4,4726368.0,10.55,48,False,0.0,1,46.2
C103370,2,212844.0,18.16,117,False,0.0,1,46.19
C100244,2,779789.0,11.515,162,False,0.0,1,46.18
C104784,2,484333.0,14.18,153,True,18520.0,0,46.16
C103283,1,40068.0,18.24,149,False,0.0,1,46.16
C104985,2,3145187.0,10.79,77,True,16123.0,0,46.15
C103871,2,321886.0,15.535,153,False,0.0,1,46.08
C102281,2,4501125.0,11.86,49,False,0.0,1,46.04
C101318,2,443765.0,18.245,112,False,0.0,1,46.04
C102175,3,511420.0,13.719999999999999,147,False,0.0,1,46.03
C102370,2,4725199.0,11.705,45,False,0.0,1,46.01
C100033,2,359741.0,15.045,174,False,0.0,1,46.0
C102997,1,282202.0,15.71,169,False,0.0,1,45.97
C100962,1,65558.0,17.69,123,True,6667.0,0,45.97
C103302,2,482365.0,17.64,112,False,0.0,1,45.89
C104174,5,6338438.0,12.34,13,True,25860.0,0,45.89
C103792,2,919851.0,12.649999999999999,114,True,12944.0,0,45.87
C103719,2,782692.0,10.96,134,False,0.0,1,45.86
C102088,1,262327.0,15.69,160,False,0.0,1,45.85
C104022,1,168125.0,16.54,180,False,0.0,1,45.84
C102970,2,630048.0,12.315000000000001,125,False,0.0,1,45.84
C100096,1,197104.0,16.27,128,False,0.0,1,45.84
C102940,1,5636047.0,8.86,33,False,0.0,1,45.79
C103758,2,519047.0,13.225000000000001,162,False,0.0,1,45.78
C100410,1,2622698.0,8.6,90,True,21407.0,0,45.76
C101374,3,1020344.0,15.843333333333334,105,False,0.0,1,45.72
C103858,2,249602.0,15.555,133,False,0.0,1,45.7
C102396,2,453787.0,13.68,157,False,0.0,1,45.69
C102957,2,1710512.0,11.9,100,True,4465.0,0,45.67
C104015,4,3089212.0,10.4,77,True,33109.0,0,45.61
C102501,1,46077.0,21.64,111,False,0.0,1,45.61
C102691,1,1183972.0,12.21,109,False,0.0,1,45.6
C104671,2,273766.0,15.115000000000002,143,False,0.0,1,45.57
C104184,2,527571.0,12.795,128,False,0.0,1,45.56
C100240,3,541122.0,12.643333333333333,172,False,0.0,1,45.55
C102047,2,575520.0,12.28,147,False,0.0,1,45.52
