customer_id,age,annual_income,segment,credit_score,state,city,customer_since
C100123,47,180000.0,Mass,802,West Bengal,Ahmedabad,2021-06-22
C100124,40,180000.0,Mass,756,Maharashtra,Hyderabad,2025-09-17
C100125,55,231000.0,Mass,551,Karnataka,Hyderabad,2022-08-02
C100126,44,180000.0,Mass,762,Tamil Nadu,Kolkata,2024-01-12
C100127,25,180000.0,Mass,684,West Bengal,Hyderabad,2023-08-24
C100128,51,180000.0,Mass,749,Maharashtra,Chennai,2022-07-20
C100129,44,180000.0,Mass,719,Telangana,Hyderabad,2025-08-19
C100130,46,180000.0,Mass,707,Karnataka,Delhi,2025-10-18
C100131,44,180000.0,Mass,713,Karnataka,Chennai,2022-03-11
C100132,43,180000.0,Mass,719,West Bengal,Mumbai,2024-01-30
C100133,25,180000.0,Mass,807,Karnataka,Chennai,2023-06-11
C100134,43,180000.0,Mass,719,Karnataka,Jaipur,2023-03-24
C100135,53,180000.0,Mass,791,Delhi NCR,Bengaluru,2019-09-22
C100136,33,180000.0,Mass,781,Maharashtra,Mumbai,2020-06-28
C100137,45,180000.0,Mass,763,Gujarat,Jaipur,2026-01-18
C100138,23,180000.0,Mass,604,Delhi NCR,Kolkata,2020-09-27
C100139,35,180000.0,Mass,793,Karnataka,Bengaluru,2023-08-22
C100140,39,180000.0,Mass,690,Telangana,Mumbai,2025-06-27
C100141,60,180000.0,Mass,767,Maharashtra,Delhi,2023-04-16
C100142,30,180000.0,Mass,657,Karnataka,Kolkata,2020-07-13
C100143,32,180000.0,Mass,643,Telangana,Delhi,2025-02-13
C100144,37,180000.0,Mass,848,Maharashtra,Kolkata,2019-03-25
C100145,60,180000.0,Mass,658,West Bengal,Hyderabad,2024-02-24
C100146,55,217000.0,Mass,794,Rajasthan,Jaipur,2020-11-23
C100147,23,180000.0,Mass,728,West Bengal,Hyderabad,2023-07-23
C100148,31,180000.0,Mass,693,Maharashtra,Chennai,2022-06-03
C100149,54,180000.0,Mass,717,Maharashtra,Delhi,2023-01-19
C100150,24,180000.0,Mass,635,West Bengal,Chennai,2021-09-20
C100151,55,180000.0,Mass,719,Gujarat,Hyderabad,2022-10-07
C100152,32,180000.0,Mass,650,Telangana,Kolkata,2025-08-30
C100153,57,180000.0,Mass,694,Delhi NCR,Jaipur,2024-11-18
C100154,33,180000.0,Mass,780,Maharashtra,Hyderabad,2021-12-24
C100155,38,180000.0,Mass,737,Karnataka,Bengaluru,2025-09-13
C100156,47,180000.0,Mass,624,Tamil Nadu,Hyderabad,2025-04-30
C100157,26,180000.0,Mass,775,Tamil Nadu,Ahmedabad,2023-06-20
C100158,43,180000.0,Mass,720,Maharashtra,Mumbai,2023-03-27
C100159,41,180000.0,Mass,685,Tamil Nadu,Jaipur,2019-04-03
C100160,52,180000.0,Mass,769,Delhi NCR,Chennai,2022-09-24
C100161,60,180000.0,Mass,709,Maharashtra,Kolkata,2020-07-06
C100162,47,180000.0,Mass,644,Maharashtra,Ahmedabad,2020-02-21
C100163,37,180000.0,Mass,840,Telangana,Hyderabad,2025-02-09
C100164,37,180000.0,Mass,719,Delhi NCR,Delhi,2020-12-05
C100165,38,180000.0,Mass,715,Rajasthan,Jaipur,2023-05-20
C100166,53,180000.0,Mass,694,Karnataka,Mumbai,2025-03-04
C100167,34,180000.0,Mass,797,West Bengal,Hyderabad,2023-04-04
C100168,28,180000.0,Mass,686,Delhi NCR,Chennai,2024-07-20
C100169,35,180000.0,Mass,620,Telangana,Chennai,2024-07-08
C100170,22,180000.0,Mass,676,Maharashtra,Kolkata,2022-03-09
C100171,26,180000.0,Mass,806,Karnataka,Mumbai,2025-07-24
C100172,25,180000.0,Mass,774,Gujarat,Hyderabad,2025-06-21
C100173,52,180000.0,Mass,703,Maharashtra,Chennai,2021-05-28
C100174,50,180000.0,Mass,809,Maharashtra,Jaipur,2024-10-30
C100175,49,180000.0,Mass,769,Rajasthan,Mumbai,2020-04-20
C100176,40,180000.0,Mass,703,Karnataka,Mumbai,2019-10-19
C100177,49,180000.0,Mass,709,Rajasthan,Bengaluru,2022-10-10
C100178,28,180000.0,Mass,741,Gujarat,Chennai,2023-04-25
C100179,57,180000.0,Mass,666,West Bengal,Bengaluru,2023-02-26
C100180,41,180000.0,Mass,720,Maharashtra,Hyderabad,2024-09-07
C100181,58,180000.0,Mass,740,Telangana,Mumbai,2021-10-13
C100182,27,180000.0,Mass,610,Tamil Nadu,Chennai,2024-10-02
C100183,41,180000.0,Mass,708,Rajasthan,Hyderabad,2025-06-03
C100184,49,180000.0,Mass,700,Karnataka,Delhi,2019-08-26
C100185,41,180000.0,Mass,787,Karnataka,Bengaluru,2022-03-13
C100186,39,180000.0,Mass,600,Rajasthan,Mumbai,2020-08-06
C100187,28,180000.0,Mass,695,Karnataka,Ahmedabad,2023-09-03
C100188,36,180000.0,Mass,689,Telangana,Hyderabad,2021-12-09
C100189,31,180000.0,Mass,782,Karnataka,Jaipur,2021-01-02
C100190,33,180000.0,Mass,717,Karnataka,Mumbai,2020-10-16
C100191,48,180000.0,Mass,837,Tamil Nadu,Bengaluru,2021-07-11
C100192,46,180000.0,Mass,763,Tamil Nadu,Delhi,2019-10-11
C100193,45,180000.0,Mass,693,Tamil Nadu,Jaipur,2019-09-29
C100194,36,180000.0,Mass,736,Gujarat,Kolkata,2023-06-23
C100195,59,180000.0,Mass,697,Delhi NCR,Hyderabad,2025-09-17
C100196,25,180000.0,Mass,776,Rajasthan,Bengaluru,2022-08-12
C100197,35,180000.0,Mass,633,Maharashtra,Hyderabad,2025-08-08
C100198,26,180000.0,Mass,666,Maharashtra,Chennai,2020-02-07
C100199,35,180000.0,Mass,750,Maharashtra,Chennai,2025-12-05
C100200,59,180000.0,Mass,800,Delhi NCR,Chennai,2023-03-05
C100201,36,180000.0,Mass,577,Maharashtra,Hyderabad,2024-04-17
C100202,57,180000.0,Mass,809,Telangana,Delhi,2019-06-11
C100203,41,180000.0,Mass,711,Gujarat,Mumbai,2023-04-20
C100204,49,247000.0,Mass,598,Tamil Nadu,Bengaluru,2021-09-22
C100205,39,180000.0,Mass,525,Delhi NCR,Bengaluru,2025-05-25
C100206,32,180000.0,Mass,621,Tamil Nadu,Chennai,2024-08-22
C100207,51,180000.0,Mass,719,Gujarat,Hyderabad,2025-02-25
C100208,59,180000.0,Mass,716,Maharashtra,Kolkata,2025-05-03
C100209,32,180000.0,Mass,761,Tamil Nadu,Chennai,2024-02-17
C100210,52,180000.0,Mass,684,Maharashtra,Hyderabad,2020-09-29
C100211,32,180000.0,Mass,648,West Bengal,Jaipur,2021-01-05
C100212,49,180000.0,Mass,693,Maharashtra,Delhi,2025-02-12
C100213,52,180000.0,Mass,722,Karnataka,Delhi,2023-04-14
C100214,39,180000.0,Mass,735,Maharashtra,Ahmedabad,2025-05-07
C100215,50,180000.0,Mass,669,Tamil Nadu,Mumbai,2024-08-29
C100216,32,180000.0,Mass,779,Rajasthan,Jaipur,2023-04-27
C100217,25,180000.0,Mass,680,Maharashtra,Hyderabad,2020-02-01
C100218,25,180000.0,Mass,663,Maharashtra,Bengaluru,2025-12-28
C100219,39,180000.0,Mass,685,Gujarat,Chennai,2020-09-23
C100220,57,180000.0,Mass,790,Rajasthan,Bengaluru,2020-10-02
C100221,26,180000.0,Mass,711,West Bengal,Jaipur,2020-01-15
C100222,39,180000.0,Mass,675,Karnataka,Hyderabad,2019-06-29
C100223,49,180000.0,Mass,780,Tamil Nadu,Kolkata,2021-09-02
C100224,29,180000.0,Mass,850,Delhi NCR,Chennai,2025-01-01
C100225,50,180000.0,Mass,734,Delhi NCR,Bengaluru,2025-03-01
C100226,33,180000.0,Mass,800,Gujarat,Delhi,2022-06-30
C100227,53,180000.0,Mass,787,Delhi NCR,Delhi,2021-03-29
C100228,44,180000.0,Mass,681,Tamil Nadu,Mumbai,2021-06-19
C100229,43,180000.0,Mass,722,Karnataka,Delhi,2025-07-17
C100230,28,180000.0,Mass,637,Karnataka,Mumbai,2019-05-24
C100231,40,180000.0,Mass,707,Maharashtra,Delhi,2019-05-30
C100232,55,180000.0,Mass,679,Karnataka,Delhi,2019-06-18
C100233,22,180000.0,Mass,694,Gujarat,Mumbai,2025-04-27
C100234,51,180000.0,Mass,671,Delhi NCR,Ahmedabad,2019-08-24
C100235,41,180000.0,Mass,701,West Bengal,Mumbai,2025-09-14
C100236,50,180000.0,Mass,755,Karnataka,Delhi,2020-04-22
C100237,47,180000.0,Mass,712,Karnataka,Mumbai,2022-11-26
C100238,38,180000.0,Mass,599,Telangana,Delhi,2025-11-28
C100239,34,180000.0,Mass,672,Gujarat,Chennai,2019-10-29
C100240,46,180000.0,Mass,621,Karnataka,Bengaluru,2021-01-01
C100241,27,180000.0,Mass,736,Delhi NCR,Jaipur,2024-03-06
C100242,44,180000.0,Mass,753,Karnataka,Delhi,2024-10-25
C100243,25,180000.0,Mass,737,Karnataka,Ahmedabad,2025-06-17
C100244,47,180000.0,Mass,669,Delhi NCR,Jaipur,2019-02-20
C100245,46,180000.0,Mass,736,Tamil Nadu,Delhi,2024-07-13
C100246,25,180000.0,Mass,689,Gujarat,Kolkata,2021-04-16
C100247,51,180000.0,Mass,646,Telangana,Mumbai,2022-12-21
C100248,38,180000.0,Mass,768,Rajasthan,Bengaluru,2025-06-14
C100249,52,180000.0,Mass,773,Karnataka,Bengaluru,2025-06-03
C100250,23,180000.0,Mass,782,Tamil Nadu,Hyderabad,2020-04-26
C100251,28,180000.0,Mass,680,Karnataka,Kolkata,2022-05-08
C100252,41,180000.0,Mass,797,Gujarat,Jaipur,2021-01-08
C100253,29,180000.0,Mass,688,Gujarat,Jaipur,2023-05-18
C100254,34,180000.0,Mass,762,Maharashtra,Hyderabad,2024-11-18
C100255,47,180000.0,Mass,687,Karnataka,Delhi,2021-04-06
C100256,27,180000.0,Mass,705,Delhi NCR,Ahmedabad,2019-11-12
C100257,48,180000.0,Mass,563,Maharashtra,Bengaluru,2019-06-17
C100258,26,180000.0,Mass,700,West Bengal,Mumbai,2019-05-19
C100259,28,180000.0,Mass,726,Maharashtra,Bengaluru,2021-08-10
C100260,44,180000.0,Mass,693,West Bengal,Delhi,2025-11-16
C100261,52,180000.0,Mass,834,Tamil Nadu,Hyderabad,2020-10-16
C100262,28,180000.0,Mass,644,Maharashtra,Kolkata,2021-11-18
C100263,33,180000.0,Mass,683,Telangana,Mumbai,2023-10-21
C100264,58,180000.0,Mass,661,Delhi NCR,Jaipur,2023-09-07
C100265,60,180000.0,Mass,683,Gujarat,Delhi,2020-12-03
C100266,44,180000.0,Mass,787,Gujarat,Jaipur,2019-11-27
C100267,39,180000.0,Mass,816,Tamil Nadu,Delhi,2020-02-12
C100268,35,180000.0,Mass,674,Tamil Nadu,Ahmedabad,2020-07-26
C100269,45,180000.0,Mass,673,Gujarat,Delhi,2019-08-13
C100270,45,180000.0,Mass,645,Delhi NCR,Hyderabad,2022-04-10
C100271,33,180000.0,Mass,805,Gujarat,Mumbai,2023-08-07
C100272,22,180000.0,Mass,793,Gujarat,Bengaluru,2023-10-22
C100273,27,180000.0,Mass,713,Tamil Nadu,Delhi,2025-06-21
C100274,59,180000.0,Mass,629,Rajasthan,Bengaluru,2021-02-01
C100275,38,180000.0,Mass,635,Maharashtra,Bengaluru,2023-08-30
C100276,40,180000.0,Mass,731,Maharashtra,Bengaluru,2025-04-19
C100277,40,180000.0,Mass,756,Karnataka,Hyderabad,2019-03-15
C100278,52,180000.0,Mass,586,Telangana,Jaipur,2024-07-23
C100279,24,180000.0,Mass,699,Gujarat,Chennai,2019-08-18
C100280,25,180000.0,Mass,825,Maharashtra,Mumbai,2022-12-05
C100281,32,180000.0,Mass,706,Karnataka,Hyderabad,2024-11-29
C100282,40,180000.0,Mass,817,West Bengal,Chennai,2022-04-08
C100283,48,182000.0,Mass,762,Gujarat,Hyderabad,2022-12-26
C100284,41,180000.0,Mass,650,Tamil Nadu,Chennai,2023-05-30
C100285,39,180000.0,Mass,701,Karnataka,Hyderabad,2023-02-11
C100286,58,180000.0,Mass,712,Karnataka,Ahmedabad,2024-03-17
C100287,28,180000.0,Mass,658,Karnataka,Jaipur,2025-02-11
C100288,44,180000.0,Mass,657,Maharashtra,Hyderabad,2019-12-17
C100289,43,180000.0,Mass,818,Gujarat,Ahmedabad,2021-12-17
C100290,40,180000.0,Mass,656,Maharashtra,Bengaluru,2025-01-25
C100291,53,180000.0,Mass,790,Maharashtra,Delhi,2021-09-18
C100292,32,180000.0,Mass,692,Karnataka,Chennai,2022-06-26
C100293,59,256000.0,Mass,718,Maharashtra,Mumbai,2024-04-13
C100294,34,180000.0,Mass,757,Karnataka,Chennai,2025-08-28
C100295,43,180000.0,Mass,681,Karnataka,Chennai,2020-10-16
C100296,42,180000.0,Mass,757,Karnataka,Kolkata,2025-10-20
C100297,55,180000.0,Mass,587,Telangana,Hyderabad,2024-01-20
C100298,39,180000.0,Mass,749,Rajasthan,Delhi,2019-03-21
C100299,33,180000.0,Mass,560,Tamil Nadu,Delhi,2025-02-18
C100300,22,180000.0,Mass,705,Karnataka,Kolkata,2021-09-26
C100301,36,180000.0,Mass,776,Rajasthan,Bengaluru,2021-01-03
C100302,54,180000.0,Mass,760,Rajasthan,Chennai,2022-09-30
C100303,22,180000.0,Mass,636,Gujarat,Delhi,2023-02-07
C100304,56,180000.0,Mass,644,Karnataka,Mumbai,2022-11-03
C100305,43,180000.0,Mass,675,Telangana,Chennai,2019-05-24
C100306,27,180000.0,Mass,732,Rajasthan,Chennai,2024-11-08
C100307,33,180000.0,Mass,588,Delhi NCR,Kolkata,2021-06-07
C100308,43,180000.0,Mass,719,Tamil Nadu,Jaipur,2020-01-02
C100309,34,180000.0,Mass,740,Tamil Nadu,Bengaluru,2023-01-11
C100310,26,180000.0,Mass,702,Rajasthan,Mumbai,2023-06-07
C100311,47,180000.0,Mass,754,Karnataka,Kolkata,2019-09-27
C100312,48,180000.0,Mass,735,Karnataka,Mumbai,2025-09-16
C100313,26,180000.0,Mass,685,West Bengal,Chennai,2023-04-11
C100314,32,180000.0,Mass,594,Karnataka,Jaipur,2026-02-04
C100315,31,180000.0,Mass,729,Maharashtra,Jaipur,2023-10-10
C100316,47,180000.0,Mass,658,Maharashtra,Jaipur,2019-01-27
C100317,50,180000.0,Mass,682,Maharashtra,Mumbai,2020-06-25
C100318,50,180000.0,Mass,751,Karnataka,Mumbai,2025-12-03
C100319,58,180000.0,Mass,812,Tamil Nadu,Mumbai,2022-12-26
C100320,51,180000.0,Mass,718,Gujarat,Kolkata,2019-11-14
C100321,34,180000.0,Mass,756,Tamil Nadu,Mumbai,2019-07-13
C100322,26,180000.0,Mass,626,Maharashtra,Chennai,2022-10-28
C100323,45,180000.0,Mass,736,Rajasthan,Kolkata,2023-03-25
C100324,57,180000.0,Mass,716,Tamil Nadu,Chennai,2020-10-02
C100325,60,180000.0,Mass,800,Rajasthan,Jaipur,2020-05-21
C100326,30,180000.0,Mass,685,Maharashtra,Chennai,2023-04-26
C100327,31,180000.0,Mass,704,Karnataka,Chennai,2022-02-06
C100328,23,180000.0,Mass,789,Delhi NCR,Jaipur,2019-04-07
C100329,27,180000.0,Mass,714,Delhi NCR,Hyderabad,2019-05-30
C100330,43,282000.0,Mass,648,Karnataka,Mumbai,2020-09-11
C100331,43,180000.0,Mass,850,Tamil Nadu,Delhi,2023-01-06
C100332,36,180000.0,Mass,650,Telangana,Kolkata,2021-02-20
C100333,34,180000.0,Mass,716,Karnataka,Kolkata,2019-02-08
C100334,54,180000.0,Mass,743,Tamil Nadu,Bengaluru,2025-07-08
C100335,39,180000.0,Mass,737,Maharashtra,Bengaluru,2023-12-08
C100336,53,180000.0,Mass,708,Karnataka,Delhi,2023-02-26
C100337,59,180000.0,Mass,708,West Bengal,Delhi,2020-09-27
C100338,34,180000.0,Mass,705,Gujarat,Delhi,2024-01-16
C100339,29,180000.0,Mass,647,Delhi NCR,Chennai,2025-09-26
C100340,59,180000.0,Mass,850,Telangana,Kolkata,2023-10-24
C100341,46,180000.0,Mass,706,Rajasthan,Hyderabad,2021-02-07
C100342,33,180000.0,Mass,759,Gujarat,Jaipur,2021-10-16
C100343,46,180000.0,Mass,698,Gujarat,Ahmedabad,2025-08-12
C100344,42,180000.0,Mass,697,Maharashtra,Kolkata,2019-02-06
C100345,57,180000.0,Mass,690,Tamil Nadu,Mumbai,2020-07-29
C100346,31,180000.0,Mass,619,Gujarat,Delhi,2019-10-06
C100347,60,180000.0,Mass,710,Telangana,Delhi,2023-07-26
C100348,58,180000.0,Mass,694,Maharashtra,Ahmedabad,2022-04-07
C100349,29,180000.0,Mass,796,Karnataka,Bengaluru,2019-12-13
C100350,28,180000.0,Mass,642,West Bengal,Jaipur,2025-09-13
C100351,42,180000.0,Mass,682,Delhi NCR,Bengaluru,2022-12-05
C100352,23,180000.0,Mass,662,Maharashtra,Chennai,2020-10-08
C100353,33,180000.0,Mass,814,Telangana,Bengaluru,2025-09-25
C100354,38,180000.0,Mass,663,Gujarat,Chennai,2023-12-21
C100355,59,180000.0,Mass,757,Delhi NCR,Kolkata,2019-12-04
C100356,60,180000.0,Mass,783,Gujarat,Hyderabad,2024-11-19
C100357,27,180000.0,Mass,711,Tamil Nadu,Mumbai,2019-06-03
C100358,56,180000.0,Mass,631,Karnataka,Chennai,2025-06-15
C100359,25,180000.0,Mass,631,Karnataka,Bengaluru,2021-10-19
C100360,51,180000.0,Mass,776,Delhi NCR,Hyderabad,2021-02-02
C100361,54,180000.0,Mass,638,Maharashtra,Bengaluru,2019-05-20
C100362,56,180000.0,Mass,745,Karnataka,Ahmedabad,2025-08-18
C100363,30,180000.0,Mass,727,Karnataka,Bengaluru,2022-12-26
C100364,56,180000.0,Mass,745,Gujarat,Mumbai,2023-04-30
C100365,26,180000.0,Mass,751,Telangana,Bengaluru,2025-01-19
C100366,42,180000.0,Mass,659,Maharashtra,Jaipur,2022-08-14
C100367,40,180000.0,Mass,657,Delhi NCR,Kolkata,2021-01-23
C100368,34,180000.0,Mass,766,West Bengal,Jaipur,2024-07-16
C100369,22,180000.0,Mass,679,Maharashtra,Delhi,2022-10-10
C100370,52,180000.0,Mass,541,Delhi NCR,Chennai,2020-09-12
C100371,35,180000.0,Mass,762,Karnataka,Mumbai,2025-01-04
C100372,47,180000.0,Mass,653,Gujarat,Jaipur,2024-10-13
C100373,37,180000.0,Mass,750,Karnataka,Jaipur,2020-10-04
C100374,36,180000.0,Mass,811,Karnataka,Chennai,2023-08-17
C100375,56,180000.0,Mass,721,Karnataka,Mumbai,2025-07-22
C100376,25,180000.0,Mass,785,Karnataka,Chennai,2024-09-09
C100377,50,180000.0,Mass,730,West Bengal,Chennai,2020-05-31
C100378,51,180000.0,Mass,823,Tamil Nadu,Jaipur,2025-02-02
